WellFilterId|StateWellId|FilterMaterialId|FilterMaterialOtherDesc|TopDepth|BottomDepth|Size|CreatedDate|LastUpdateDate
1488|24124|10||200|270|1/4|2018-04-17|2018-04-17
1489|115627|10||100|150||2018-04-17|2018-04-17
1490|121776|10||390|490|3/8|2018-04-17|2018-04-17
1491|121777|10||390|490|3/8|2018-04-17|2018-04-17
1492|139541|10||80|140|Torpedo|2018-04-17|2018-04-17
1493|8877|10||420|803|Sweetner|2018-04-17|2018-04-17
1494|139553|10||70|110|1/2"|2018-04-17|2018-04-17
1495|121156|10||580|775||2018-04-17|2018-04-17
1496|139301|10||15|783|90f/10c|2018-04-17|2018-04-17
1497|139198|10||1762|2275|12-20|2018-04-17|2018-04-17
1498|139293|10||15|585|90f10c|2018-04-17|2018-04-17
1499|682|10||400|550|#1 Fine KS|2018-04-17|2018-04-17
1500|139554|10||155|500|12 - 20|2018-04-17|2018-04-17
1501|139382|10||260|360|1|2018-04-17|2018-04-17
1502|139277|10||270|580|12/20|2018-04-17|2018-04-17
1503|139536|10||15|170|1/4"|2018-04-17|2018-04-17
1504|94739|10||2127|2770|12-20|2018-04-17|2018-04-17
1505|139337|10||525|665|3/8"|2018-04-17|2018-04-17
1506|76605|10||0|1030|12/20|2018-04-17|2018-04-17
1507|99497|10||1420|1856||2018-04-17|2018-04-17
1508|54425|10||778|876||2018-04-17|2018-04-17
1509|139251|10||400|640||2018-04-17|2018-04-17
1510|120396|10||1120|1820|16-30|2018-04-17|2018-04-17
1511|96652|10||108|128|7 7/8|2018-04-17|2018-04-17
1512|52868|10||684|821||2018-04-17|2018-04-17
1513|120444|10||700|1260|16-30|2018-04-17|2018-04-17
1514|48282|10||270|400||2018-04-17|2018-04-17
1515|51485|10||920|1170||2018-04-17|2018-04-17
1516|107331|10||1260|1900||2018-04-17|2018-04-17
1517|114343|10||80|240||2018-04-17|2018-04-17
1518|24837|10||710|880|16-30|2018-04-17|2018-04-17
1519|27064|10||17|44|3/8|2018-04-17|2018-04-17
1520|56039|10||730|898||2018-04-17|2018-04-17
1521|100273|10||375|412||2018-04-17|2018-04-17
1522|138845|10||2|279||2018-04-17|2018-04-17
1523|133181|10||480|560||2018-04-17|2018-04-17
1524|137884|10||360|400||2018-04-17|2018-04-17
1525|115666|10||120|180||2018-04-17|2018-04-17
1526|51194|10||150|250||2018-04-17|2018-04-17
1527|47444|10||485|600||2018-04-17|2018-04-17
1528|92018|10||51|83||2018-04-17|2018-04-17
1529|76335|10||60|260||2018-04-17|2018-04-17
1530|129205|10||100|140||2018-04-17|2018-04-17
1531|115840|10||200|240|.06|2018-04-17|2018-04-17
1532|15759|10||20|150||2018-04-17|2018-04-17
1533|99506|10||650|924||2018-04-17|2018-04-17
1534|2129|10||25|100||2018-04-17|2018-04-17
1535|20580|10||10|60||2018-04-17|2018-04-17
1536|23737|10||200|350|.020|2018-04-17|2018-04-17
1537|23738|10||55|123||2018-04-17|2018-04-17
1538|24036|10||150|360|.25"|2018-04-17|2018-04-17
1539|37678|10||70|118||2018-04-17|2018-04-17
1540|40741|10||200|305||2018-04-17|2018-04-17
1541|40744|10||170|285||2018-04-17|2018-04-17
1542|51447|10||540|800||2018-04-17|2018-04-17
1543|51880|10||520|602||2018-04-17|2018-04-17
1544|51879|10||500|565||2018-04-17|2018-04-17
1545|59695|10||860|1190|8 X 16|2018-04-17|2018-04-17
1546|91585|10||385|675|12/20|2018-04-17|2018-04-17
1547|107043|10||634|1132||2018-04-17|2018-04-17
1548|120406|10||475|685||2018-04-17|2018-04-17
1549|132653|10||60|85|.020|2018-04-17|2018-04-17
1550|37679|10||70|118||2018-04-17|2018-04-17
1551|91572|10||405|675|12/20|2018-04-17|2018-04-17
1552|107032|10||804|1256|12-20 #1|2018-04-17|2018-04-17
1553|20581|10||10|55||2018-04-17|2018-04-17
1554|56149|10||8|33||2018-04-17|2018-04-17
1555|24337|10||690|970|12/20|2018-04-17|2018-04-17
1556|92029|10||33|70||2018-04-17|2018-04-17
1557|24485|10||330|470||2018-04-17|2018-04-17
1558|40742|10||170|285||2018-04-17|2018-04-17
1559|77027|10||0|830|12/20|2018-04-17|2018-04-17
1560|55262|10||440|620||2018-04-17|2018-04-17
1561|2176|10||26|110||2018-04-17|2018-04-17
1562|2177|10||27|100||2018-04-17|2018-04-17
1563|24080|10||70|100||2018-04-17|2018-04-17
1564|55783|10||110|165||2018-04-17|2018-04-17
1565|139327|10||922|1132|12-20|2018-04-17|2018-04-17
1566|139328|10||455|560|16/30|2018-04-17|2018-04-17
1567|139329|10||650|1033|12-20|2018-04-17|2018-04-17
1568|139526|10||690|860|3/8"|2018-04-17|2018-04-17
1569|139196|10||310|533|12/20|2018-04-17|2018-04-17
1570|46511|10||105|345||2018-04-17|2018-04-17
1571|115644|10||65|90|#0|2018-04-17|2018-04-17
1572|55013|10||190|285||2018-04-17|2018-04-17
1573|24187|10||300|400|.020|2018-04-17|2018-04-17
1574|48345|10||290|533||2018-04-17|2018-04-17
1575|19124|10||10|80||2018-04-17|2018-04-17
1576|58802|10||400|460||2018-04-17|2018-04-17
1577|78337|10||10|608|3/4|2018-04-17|2018-04-17
1578|24069|10||270|370||2018-04-17|2018-04-17
1579|55632|10||1110|1260||2018-04-17|2018-04-17
1580|93635|10||344|580||2018-04-17|2018-04-17
1581|98468|10||744|1050||2018-04-17|2018-04-17
1582|121500|10||475|591||2018-04-17|2018-04-17
1583|50850|10||360|470||2018-04-17|2018-04-17
1584|139356|10||332|392|12/20|2018-04-17|2018-04-17
1585|139357|10||480|510||2018-04-17|2018-04-17
1586|115338|10||335|379||2018-04-17|2018-04-17
1587|5567|10||20|460|#1 fine|2018-04-17|2018-04-17
1588|139405|10||260|380||2018-04-17|2018-04-17
1589|79760|10||302|450|3/8"|2018-04-17|2018-04-17
1590|139640|10||155|347|12-20|2018-04-17|2018-04-17
1591|5050|10||0|403||2018-04-17|2018-04-17
1592|31018|10||0|337|12x20|2018-04-17|2018-04-17
1593|31019|10||0|365|16x30|2018-04-17|2018-04-17
1594|139649|10||1280|1550|12-20|2018-04-17|2018-04-17
1595|139403|10||260|400|pea gravel|2018-04-17|2018-04-17
1596|577|10||15|555|80/20|2018-04-17|2018-04-17
1597|48382|10||270|482|12/20|2018-04-17|2018-04-17
1598|139659|11||570|676|8/16|2018-04-17|2018-04-17
1599|108343|10||803|1100||2018-04-26|2018-04-26
1600|99724|10||475|1030||2018-04-26|2018-04-26
1601|99737|10||913|1112||2018-04-26|2018-04-26
1602|99564|10||680|1115||2018-04-26|2018-04-26
1603|53973|10||70|182||2018-04-26|2018-04-26
1604|53979|10||60|146||2018-04-26|2018-04-26
1605|24201|10||723|824||2018-05-16|2018-05-16
1606|24211|10||654|870||2018-05-16|2018-05-16
1607|24235|10||928|1234||2018-05-16|2018-05-16
1608|24216|10||678|900||2018-05-16|2018-05-16
1609|24232|10||760|990||2018-05-16|2018-05-16
1610|24328|10||733|870||2018-05-16|2018-05-16
1611|24329|10||720|864||2018-05-16|2018-05-16
1612|24396|10||490|680||2018-05-17|2018-05-17
1613|24768|10||360|436||2018-05-17|2018-05-17
1614|24761|10||240|461||2018-05-17|2018-05-17
1615|24759|10||215|495||2018-05-17|2018-05-17
1616|108783|10||430|644||2018-05-17|2018-05-17
1617|49756|10||2482|2824||2018-05-17|2018-05-17
1618|49755|10||2380|2783||2018-05-17|2018-05-17
1619|48235|10||155|300|#112-113|2018-05-30|2018-05-30
1620|48234|10||65|250|#112-113|2018-05-30|2018-05-30
1621|48233|10||100|222|#112-113|2018-05-30|2018-05-30
1622|48253|10||230|425||2018-05-31|2018-05-31
1623|48187|10||90|258||2018-05-31|2018-05-31
1624|23104|10||2183|2398||2018-05-31|2018-05-31
1625|48851|10||974|1384|#112-113|2018-05-31|2018-05-31
1626|48852|10||569|670||2018-05-31|2018-05-31
1627|106292|10||523|1140|112-113|2018-06-08|2018-06-08
1628|106237|10||585|1573|212-213|2018-06-08|2018-06-08
1629|106238|10||560|1545||2018-06-08|2018-06-08
1630|106240|10||820|1530||2018-06-08|2018-06-08
1631|106239|10||625|1200||2018-06-08|2018-06-08
1632|106302|10||580|1712||2018-06-08|2018-06-08
1633|107534|10||571|2157||2018-06-11|2018-06-11
1634|107495|10||556|1190||2018-06-11|2018-06-11
1635|107494|10||625|1204||2018-06-11|2018-06-11
1636|107383|10||706|1510||2018-06-11|2018-06-11
1637|107388|10||322|646||2018-06-11|2018-06-11
1638|107387|10||685|1518||2018-06-12|2018-06-12
1639|107384|10||642|1397||2018-06-12|2018-06-12
1640|106255|10||500|1455||2018-06-12|2018-06-12
1641|106269|10||364|734||2018-06-12|2018-06-12
1642|106270|10||769|1461||2018-06-12|2018-06-12
1643|106261|10||555|1720||2018-06-12|2018-06-12
1644|107469|10||540|1870||2018-06-13|2018-06-13
1645|106278|10||424|895||2018-06-13|2018-06-13
1646|107307|10||500|1510||2018-06-13|2018-06-13
1647|106233|10||210|452||2018-06-13|2018-06-13
1648|107390|10||544|1960||2018-06-13|2018-06-13
1649|107389|10||244|610||2018-06-13|2018-06-13
1650|107247|10||550|1335||2018-06-13|2018-06-13
1651|107249|10||556|1432||2018-06-14|2018-06-14
1652|107337|10||640|1030||2018-06-14|2018-06-14
1653|107282|10||595|945||2018-06-14|2018-06-14
1654|106361|10||801|1152||2018-06-14|2018-06-14
1655|107281|10||415|825||2018-06-14|2018-06-14
1656|107285|10||580|1370||2018-06-14|2018-06-14
1657|106286|10||529|895||2018-06-14|2018-06-14
1658|106296|10||800|1225||2018-06-14|2018-06-14
1659|106369|10||680|1120||2018-06-14|2018-06-14
1660|105412|10||610|952||2018-06-25|2018-06-25
1661|107323|10||640|1102||2018-06-25|2018-06-25
1662|108386|10||520|900||2018-06-25|2018-06-25
1663|101602|10||380|511||2018-06-25|2018-06-25
1664|56998|10||460|946||2018-06-26|2018-06-26
1665|97636|11||225|581||2018-06-26|2018-06-26
1666|97693|10||385|714||2018-06-26|2018-06-26
1667|107884|10||0|1015||2018-06-26|2018-06-26
1668|23211|10||922|1040||2018-06-26|2018-06-26
1669|105556|10||502|990||2018-06-26|2018-06-26
1670|56997|10||1080|1210||2018-06-27|2018-06-27
1671|105349|10||455|876||2018-06-27|2018-06-27
1672|105339|10||460|780||2018-06-27|2018-06-27
1673|105334|10||660|1080||2018-06-27|2018-06-27
1675|24791|10||800|1230||2018-06-27|2018-06-27
1676|102844|10||304|782||2018-06-27|2018-06-27
1677|102862|10||520|884||2018-06-28|2018-06-28
1678|102841|10||303|582||2018-06-28|2018-06-28
1679|105343|10||400|650||2018-06-28|2018-06-28
1680|139683|10||200|318||2018-07-18|2018-07-18
1681|139687|10||215|280||2018-07-18|2018-07-18
1682|139690|11||375|435|8/16|2018-07-18|2018-07-18
1683|139725|10||0|440|12/20|2018-08-09|2018-08-09
1684|139775|10||10|145|3/8|2018-08-31|2018-08-31
1685|139794|10||838|938||2018-10-18|2018-10-18
1686|139780|11||130|160|8/16|2018-11-05|2018-11-05
1687|139780|11||230|270|8/16|2018-11-05|2018-11-05
1688|139780|11||438|560|8/16|2018-11-05|2018-11-05
1689|139810|11||180|223|8/16|2018-11-06|2018-11-06
1690|139810|11||268|380|8/16|2018-11-06|2018-11-06
1691|139819|10||260|360||2018-11-12|2018-11-12
1692|139821|10||110|445|3/8|2018-12-07|2018-12-07
1693|139821|1|bentonite plug|445|460||2018-12-07|2018-12-07
1694|139821|10||460|610|3/8|2018-12-07|2018-12-07
1695|115143|10||10|225||2019-01-07|2019-01-07
1696|139858|11||140|220|12x20|2019-01-07|2019-01-07
1697|139860|11||1230|1240|8/12 Silica|2019-01-08|2019-01-08
1698|139860|10||1240|1432|8/12 Silica|2019-01-08|2019-01-08
1699|139862|10||15|365||2019-01-08|2019-01-08
1700|139865|10||10|292|#1 Fine|2019-01-08|2019-01-08
1701|139869|10||20|301|70/30|2019-01-09|2019-01-09
1702|139871|10||16|384||2019-01-09|2019-01-09
1703|139879|10||50|136||2019-01-10|2019-01-10
1704|139880|10||23|152|1/4"|2019-01-10|2019-01-10
1705|139882|10||15|45|3/8|2019-01-10|2019-01-10
1706|48400|10||576|645||2019-01-14|2019-01-14
1707|48753|10||397|468||2019-01-14|2019-01-14
1708|48422|10||419|590||2019-01-14|2019-01-14
1709|48091|10||679|835||2019-01-14|2019-01-14
1710|48103|10||730|907||2019-01-14|2019-01-14
1711|48444|10||920|1330||2019-01-14|2019-01-14
1712|47924|10||500|668||2019-01-14|2019-01-14
1713|48555|10||1420|1650||2019-01-15|2019-01-15
1714|48556|10||670|880||2019-01-15|2019-01-15
1715|48417|10||1053|1324||2019-01-15|2019-01-15
1716|48445|10||487|640||2019-01-15|2019-04-16
1717|139886|10||1044|1125||2019-01-15|2019-01-15
1718|48869|10||648|800||2019-01-15|2019-01-15
1719|47936|10||500|668||2019-01-15|2019-01-15
1720|48878|10||160|180||2019-01-15|2019-01-15
1721|59598|10||1190|1340||2019-01-16|2019-01-16
1722|139897|10||610|767||2019-01-23|2019-01-23
1723|139898|10||155|172||2019-01-23|2019-01-23
1724|139899|10||562|648||2019-01-24|2019-01-24
1725|139904|10||200|360||2019-02-27|2019-02-27
1726|139905|10||10|80|#1 Fine|2019-02-27|2019-02-27
1727|132311|10||865|1100||2019-02-27|2019-02-27
1728|139907|10||280|460||2019-02-27|2019-02-27
1729|139908|10||180|340||2019-02-27|2019-02-27
1730|139909|10||140|360||2019-02-27|2019-02-27
1731|139921|10||100|650|3/8|2019-02-28|2019-02-28
1732|139924|10||144|1245|8-16|2019-02-28|2019-02-28
1733|139925|10||10|336|3/8"|2019-02-28|2019-02-28
1734|139792|10||70|323|3/8|2019-03-05|2019-03-05
1736|116250|10||440|750||2019-03-05|2019-03-05
1737|116249|10||120|340||2019-03-05|2019-03-05
1738|121393|10||400|610||2019-03-05|2019-03-05
1739|89717|10||490|530||2019-03-05|2019-03-05
1740|86902|10||930|1050||2019-03-05|2019-03-05
1741|86731|10||672|1073||2019-03-05|2019-03-05
1742|86772|10||480|614||2019-03-05|2019-03-05
1743|93379|10||495|735||2019-03-07|2019-03-07
1744|93380|10||832|1006|12X20|2019-03-07|2019-03-07
1745|93382|10||370|460||2019-03-07|2019-03-07
1746|92127|10||90|580||2019-03-07|2019-03-07
1747|113665|10||710|750||2019-03-07|2019-03-07
1748|139932|10||0|25||2019-03-12|2019-03-12
1749|139933|10||25|460||2019-03-12|2019-03-12
1750|139934|10||400|500||2019-03-12|2019-03-12
1751|139939|10||1020|1320|12-20|2019-03-13|2019-03-13
1752|139940|10||960|1260|12/20|2019-03-13|2019-03-13
1753|139941|10||980|1280|12-20|2019-03-13|2019-03-13
1754|139942|10||1446|1550||2019-03-13|2019-03-13
1755|92141|10||310|462||2019-04-03|2019-04-03
1756|21639|10||500|740||2019-04-16|2019-04-16
1757|139958|10||50|470|5|2019-05-02|2019-05-02
1758|139963|10||350|506|3/8|2019-05-16|2019-05-16
1759|140112|2|||||2019-11-12|2019-11-12
1760|140209|10||450|650|3/8|2020-03-05|2020-03-05
1762|139315|10||15|110||2020-03-18|2020-03-18
1763|140210|10||429|548||2020-03-20|2020-03-20
1764|140300|10||20|180|#1 FINE|2020-04-08|2020-04-08
1765|140300|10||200|520|#1 FINE|2020-04-08|2020-04-08
1766|24725|10||200|442||2020-06-15|2020-06-15
1767|140365|10||52|220||2020-08-10|2020-08-10
1768|140450|10||100|250||2020-09-14|2020-09-14
1769|140463|10||287|307||2020-10-09|2020-10-09
1770|51929|10||182|265||2020-10-09|2020-10-09
1771|140465|10||40|130|pea|2020-10-12|2020-10-12
1772|140504|10||824|1250|16-30|2020-11-18|2020-11-18
1773|140505|10||100|160|0.032|2020-11-20|2020-11-20
