WellHoleDiameterId|StateWellId|Diameter|TopDepth|BottomDepth|CreatedDate|LastUpdateDate
2475|98893|7.875|0|240|2018-04-17|2018-04-17
2476|123829|8.75|0|20|2018-04-17|2018-04-17
2477|87716|9.5|0|40|2018-04-17|2018-04-17
2478|98894|22|0|15|2018-04-17|2018-04-17
2479|107031|26|0|894|2018-04-17|2018-04-17
2480|29551|24|0|75|2018-04-17|2018-04-17
2481|118319|14.75|0|690|2018-04-17|2018-04-17
2482|139370|8.75|0|500|2018-04-17|2018-04-17
2483|51799|12.25|0|1500|2018-04-17|2018-04-17
2484|129253|7.875|0|10|2018-04-17|2018-04-17
2485|24509|16|0|510|2018-04-17|2018-04-17
2486|50787|12.25|0|592|2018-04-17|2018-04-17
2487|139281|8|0|200|2018-04-17|2018-04-17
2488|139361|8.75|0|420|2018-04-17|2018-04-17
2489|49512|8|0|41|2018-04-17|2018-04-17
2490|123848|12.25|0|5|2018-04-17|2018-04-17
2491|23099|7.875|0|145|2018-04-17|2018-04-17
2492|139371|8.75|0|480|2018-04-17|2018-04-17
2493|139385|8.5|0|503|2018-04-17|2018-04-17
2494|139448|8.75|0|460|2018-04-17|2018-04-17
2495|139418|7.875|0|460|2018-04-17|2018-04-17
2496|99004|6.75|0|260|2018-04-17|2018-04-17
2497|115617|7.875|0|110|2018-04-17|2018-04-17
2498|87805|8|0|20|2018-04-17|2018-04-17
2499|87976|8|0|20|2018-04-17|2018-04-17
2500|66176|13|0|11|2018-04-17|2018-04-17
2501|139376|8.75|0|540|2018-04-17|2018-04-17
2502|136861|7.875|0|460|2018-04-17|2018-04-17
2503|109079|20|0|40|2018-04-17|2018-04-17
2504|129658|7.875|0|10|2018-04-17|2018-04-17
2505|109959|8|0|182|2018-04-17|2018-04-17
2506|139463|8.75|0|440|2018-04-17|2018-04-17
2507|54453|8.75|0|500|2018-04-17|2018-04-17
2508|139367|7.875|0|600|2018-04-17|2018-04-17
2509|139366|7.875|0|400|2018-04-17|2018-04-17
2510|89527|8|0|300|2018-04-17|2018-04-17
2511|8238|22|0|911|2018-04-17|2018-04-17
2512|138850|29|0|230|2018-04-17|2018-04-17
2513|138851|29|0|239|2018-04-17|2018-04-17
2514|118652|9|0|260|2018-04-17|2018-04-17
2515|99093|9.5|0|330|2018-04-17|2018-04-17
2516|139375|8.75|0|600|2018-04-17|2018-04-17
2517|138825|29|0|235|2018-04-17|2018-04-17
2518|138844|29|0|236|2018-04-17|2018-04-17
2519|138886|29|0|240|2018-04-17|2018-04-17
2520|138848|29|0|229|2018-04-17|2018-04-17
2521|139374|8.75|0|400|2018-04-17|2018-04-17
2522|9528|22|0|901|2018-04-17|2018-04-17
2523|121386|10.625|0|600|2018-04-17|2018-04-17
2524|99039|26|0|1162|2018-04-17|2018-04-17
2525|104209|9.875|0|100|2018-04-17|2018-04-17
2526|139461|8.75|0|300|2018-04-17|2018-04-17
2527|139394|7.875|0|500|2018-04-17|2018-04-17
2528|49105|12.25|0|2493|2018-04-17|2018-04-17
2529|107051|36|0|80|2018-04-17|2018-04-17
2530|90376|16|0|20|2018-04-17|2018-04-17
2531|139455|7.875|0|340|2018-04-17|2018-04-17
2532|23960|22|0|30|2018-04-17|2018-04-17
2533|86773|8|0|310|2018-04-17|2018-04-17
2534|116607|9.625|0|20|2018-04-17|2018-04-17
2535|99091|8.75|0|310|2018-04-17|2018-04-17
2536|112117|9.625|0|233|2018-04-17|2018-04-17
2537|106204|8.75|0|415|2018-04-17|2018-04-17
2538|139454|7.875|0|390|2018-04-17|2018-04-17
2539|89486|8.62|0|50|2018-04-17|2018-04-17
2540|113330|13.75|0|300|2018-04-17|2018-04-17
2541|129132|7.875|0|10|2018-04-17|2018-04-17
2542|108628|8.5|0|496|2018-04-17|2018-04-17
2543|58412|12.25|0|715|2018-04-17|2018-04-17
2544|139416|8.75|0|540|2018-04-17|2018-04-17
2545|92209|34|0|198|2018-04-17|2018-04-17
2546|99762|22|0|60|2018-04-17|2018-04-17
2547|118164|16|0|2|2018-04-17|2018-04-17
2548|118163|14|0|105|2018-04-17|2018-04-17
2549|90142|12|0|21.6|2018-04-17|2018-04-17
2550|46662|11|0|825|2018-04-17|2018-04-17
2551|139573|7.875|0|320|2018-04-17|2018-04-17
2552|139574|7.875|0|360|2018-04-17|2018-04-17
2553|24059|7.875|0|160|2018-04-17|2018-04-17
2554|139373|8.75|0|420|2018-04-17|2018-04-17
2555|139372|8.75|0|500|2018-04-17|2018-04-17
2556|80205|17.5|0|20|2018-04-17|2018-04-17
2557|96121|24|0|30|2018-04-17|2018-04-17
2558|96122|24|0|30|2018-04-17|2018-04-17
2559|55347|18|0|30|2018-04-17|2018-04-17
2560|120012|30|0|40|2018-04-17|2018-04-17
2561|48605|20|0|2190|2018-04-17|2018-04-17
2562|49511|12.25|0|3000|2018-04-17|2018-04-17
2563|76583|36|0|94|2018-04-17|2018-04-17
2564|53021|10.25|0|350|2018-04-17|2018-04-17
2565|96770|7|0|284|2018-04-17|2018-04-17
2566|102699|20|0|338|2018-04-17|2018-04-17
2567|95727|20|0|40|2018-04-17|2018-04-17
2568|113273|7.5|0|140|2018-04-17|2018-04-17
2569|96120|24|0|30|2018-04-17|2018-04-17
2570|91633|36|0|40|2018-04-17|2018-04-17
2571|76572|36|0|95|2018-04-17|2018-04-17
2572|76828|42|0|71|2018-04-17|2018-04-17
2573|139369|8.75|0|460|2018-04-17|2018-04-17
2574|88943|10|0|315|2018-04-17|2018-04-17
2575|32948|12.25|0|217|2018-04-17|2018-04-17
2576|90064|8|0|460|2018-04-17|2018-04-17
2577|116687|8|0|860|2018-04-17|2018-04-17
2578|91736|8|0|50|2018-04-17|2018-04-17
2579|129688|7.5|0|121|2018-04-17|2018-04-17
2580|116951|8.75|0|385|2018-04-17|2018-04-17
2581|110796|24|0|40|2018-04-17|2018-04-17
2582|121801|10|0|20|2018-04-17|2018-04-17
2583|119436|30|0|208|2018-04-17|2018-04-17
2584|87538|11.5|0|230|2018-04-17|2018-04-17
2585|90059|12.75|0|400|2018-04-17|2018-04-17
2586|121296|18|0|625|2018-04-17|2018-04-17
2587|117760|18|0|425|2018-04-17|2018-04-17
2588|76288|32|0|120|2018-04-17|2018-04-17
2589|76287|26|0|260|2018-04-17|2018-04-17
2590|74358|8.75|0|140|2018-04-17|2018-04-17
2591|132892|8|0|508|2018-04-17|2018-04-17
2592|23617|22|0|30|2018-04-17|2018-04-17
2593|116973|8|0|390|2018-04-17|2018-04-17
2594|98498|36|0|48|2018-04-17|2018-04-17
2595|52560|7.875|0|880|2018-04-17|2018-04-17
2596|50063|10.625|0|840|2018-04-17|2018-04-17
2597|98979|42|0|72|2018-04-17|2018-04-17
2598|63766|8|0|100|2018-04-17|2018-04-17
2599|130032|7.875|0|120|2018-04-17|2018-04-17
2600|114995|6.75|0|560|2018-04-17|2018-04-17
2601|90197|12|0|18.6|2018-04-17|2018-04-17
2602|105683|9.875|0|515|2018-04-17|2018-04-17
2603|94776|48|0|92|2018-04-17|2018-04-17
2604|105159|8.75|0|380|2018-04-17|2018-04-17
2605|98978|36|0|94|2018-04-17|2018-04-17
2606|139491|7.875|0|240|2018-04-17|2018-04-17
2607|15463|20|0|390|2018-04-17|2018-04-17
2608|34585|18|0|150|2018-04-17|2018-04-17
2609|52559|7.875|0|850|2018-04-17|2018-04-17
2610|129319|7.875|0|100|2018-04-17|2018-04-17
2611|34415|20|0|233|2018-04-17|2018-04-17
2612|34004|20|0|233|2018-04-17|2018-04-17
2613|101987|30|0|600|2018-04-17|2018-04-17
2614|109096|48|0|63|2018-04-17|2018-04-17
2615|85857|14.75|0|15|2018-04-17|2018-04-17
2616|76289|26|0|670|2018-04-17|2018-04-17
2617|15348|14|0|328|2018-04-17|2018-04-17
2618|130153|10|0|10|2018-04-17|2018-04-17
2619|123847|7.875|0|20|2018-04-17|2018-04-17
2620|92361|9|0|70|2018-04-17|2018-04-17
2621|121448|12.25|0|560|2018-04-17|2018-04-17
2622|87401|8|0|20|2018-04-17|2018-04-17
2623|93375|32|0|30|2018-04-17|2018-04-17
2624|116045|7.875|0|200|2018-04-17|2018-04-17
2625|89529|9|0|50|2018-04-17|2018-04-17
2626|32326|15|0|283|2018-04-17|2018-04-17
2627|91774|5.875|0|900|2018-04-17|2018-04-17
2628|119207|7.875|0|65|2018-04-17|2018-04-17
2629|87835|9|0|37|2018-04-17|2018-04-17
2630|27508|9|0|48|2018-04-17|2018-04-17
2631|87402|8|0|20|2018-04-17|2018-04-17
2632|117347|8.75|0|560|2018-04-17|2018-04-17
2633|109556|17.5|0|40|2018-04-17|2018-04-17
2634|138448|36|0|56|2018-04-17|2018-04-17
2635|108468|24|0|70|2018-04-17|2018-04-17
2636|109606|9.875|0|378|2018-04-17|2018-04-17
2637|55213|28|0|40|2018-04-17|2018-04-17
2638|87837|9|0|34|2018-04-17|2018-04-17
2639|119129|36|0|372|2018-04-17|2018-04-17
2640|89658|9|0|120|2018-04-17|2018-04-17
2641|133848|6.5|0|14|2018-04-17|2018-04-17
2642|133849|6.5|0|10|2018-04-17|2018-04-17
2643|133847|6.5|0|22|2018-04-17|2018-04-17
2644|109654|9|0|298|2018-04-17|2018-04-17
2645|47827|14.75|0|20|2018-04-17|2018-04-17
2646|96264|20|0|30|2018-04-17|2018-04-17
2647|87681|8|0|425|2018-04-17|2018-04-17
2648|54036|7.875|0|420|2018-04-17|2018-04-17
2649|139350|7.875|0|420|2018-04-17|2018-04-17
2650|52880|14.75|0|850|2018-04-17|2018-04-17
2651|98947|13.875|0|740|2018-04-17|2018-04-17
2652|33031|20|0|270|2018-04-17|2018-04-17
2653|98144|48|0|65|2018-04-17|2018-04-17
2654|121616|12|0|560|2018-04-17|2018-04-17
2655|139482|7.875|0|500|2018-04-17|2018-04-17
2656|87682|9|0|35|2018-04-17|2018-04-17
2657|49405|18|0|35|2018-04-17|2018-04-17
2658|6221|20|0|324|2018-04-17|2018-04-17
2659|65286|8|0|18|2018-04-17|2018-04-17
2660|87683|8|0|90|2018-04-17|2018-04-17
2661|90119|9|0|35|2018-04-17|2018-04-17
2662|83392|7.875|0|10|2018-04-17|2018-04-17
2663|90299|8|0|780|2018-04-17|2018-04-17
2664|87877|8|0|500|2018-04-17|2018-04-17
2665|123406|14|0|46|2018-04-17|2018-04-17
2666|136300|7.875|0|360|2018-04-17|2018-04-17
2667|63760|13|0|18|2018-04-17|2018-04-17
2668|115854|7.875|0|186|2018-04-17|2018-04-17
2669|86882|9.75|0|460|2018-04-17|2018-04-17
2670|139351|7.875|0|380|2018-04-17|2018-04-17
2671|83507|8|0|10|2018-04-17|2018-04-17
2672|110058|7.875|0|920|2018-04-17|2018-04-17
2673|134625|36|0|40|2018-04-17|2018-04-17
2674|139354|7.875|0|240|2018-04-17|2018-04-17
2675|116692|9|0|1040|2018-04-17|2018-04-17
2676|109089|11.25|0|747|2018-04-17|2018-04-17
2677|139451|7.875|0|460|2018-04-17|2018-04-17
2678|56204|10.625|0|636|2018-04-17|2018-04-17
2679|88819|9.5|0|75|2018-04-17|2018-04-17
2680|121617|9.875|0|700|2018-04-17|2018-04-17
2681|116974|8|0|390|2018-04-17|2018-04-17
2682|110057|7.875|0|960|2018-04-17|2018-04-17
2683|134626|36|0|40|2018-04-17|2018-04-17
2684|131575|14.5|0|420|2018-04-17|2018-04-17
2685|111376|48|0|42|2018-04-17|2018-04-17
2686|118123|9|0|580|2018-04-17|2018-04-17
2687|61451|20|0|50|2018-04-17|2018-04-17
2688|88753|8|0|20|2018-04-17|2018-04-17
2689|6361|10|0|290|2018-04-17|2018-04-17
2690|65287|8|0|18|2018-04-17|2018-04-17
2691|24161|7.5|0|195|2018-04-17|2018-04-17
2692|87878|9|0|125|2018-04-17|2018-04-17
2693|94787|36|0|40|2018-04-17|2018-04-17
2694|50266|12.25|0|3158|2018-04-17|2018-04-17
2695|47877|14.75|0|20|2018-04-17|2018-04-17
2696|47876|14.75|0|20|2018-04-17|2018-04-17
2697|47875|12.25|0|20|2018-04-17|2018-04-17
2698|108363|26|0|804|2018-04-17|2018-04-17
2699|49916|14.75|0|740|2018-04-17|2018-04-17
2700|129329|7.875|0|208|2018-04-17|2018-04-17
2701|6167|20|0|343|2018-04-17|2018-04-17
2702|91570|28|0|92|2018-04-17|2018-04-17
2703|104208|9.875|0|462|2018-04-17|2018-04-17
2704|6370|10|0|265|2018-04-17|2018-04-17
2705|121660|8.75|0|40|2018-04-17|2018-04-17
2706|31614|16|0|252|2018-04-17|2018-04-17
2707|6276|20|0|326|2018-04-17|2018-04-17
2708|6166|20|0|344|2018-04-17|2018-04-17
2709|115045|8.75|0|182|2018-04-17|2018-04-17
2710|91584|28|0|105|2018-04-17|2018-04-17
2711|139475|7.875|0|540|2018-04-17|2018-04-17
2712|67045|6.75|0|200|2018-04-17|2018-04-17
2713|121746|10.75|0|480|2018-04-17|2018-04-17
2714|91586|28|0|60|2018-04-17|2018-04-17
2715|91587|28|0|100|2018-04-17|2018-04-17
2716|48178|7.875|0|225|2018-04-17|2018-04-17
2717|93843|7.5|0|10|2018-04-17|2018-04-17
2718|104616|9.875|0|301|2018-04-17|2018-04-17
2719|107171|48|0|58|2018-04-17|2018-04-17
2720|101919|6.5|0|250|2018-04-17|2018-04-17
2721|91637|36|0|40|2018-04-17|2018-04-17
2722|91636|36|0|40|2018-04-17|2018-04-17
2723|106157|42|0|63|2018-04-17|2018-04-17
2724|118268|30|0|965|2018-04-17|2018-04-17
2725|65136|8|0|100|2018-04-17|2018-04-17
2726|139364|7.875|0|420|2018-04-17|2018-04-17
2727|99774|19|0|500|2018-04-17|2018-04-17
2728|87778|8|0|20|2018-04-17|2018-04-17
2729|139360|8.75|0|500|2018-04-17|2018-04-17
2730|108940|16|0|832|2018-04-17|2018-04-17
2731|139077|9|0|45|2018-04-17|2018-04-17
2732|139313|6|0|105|2018-04-17|2018-04-17
2733|139395|8.75|0|540|2018-04-17|2018-04-17
2734|95708|30|0|43|2018-04-17|2018-04-17
2735|92683|12.25|0|80|2018-04-17|2018-04-17
2736|11005|16|0|261|2018-04-17|2018-04-17
2737|101050|7.875|0|272|2018-04-17|2018-04-17
2738|100251|10|0|507|2018-04-17|2018-04-17
2739|23922|16|0|630|2018-04-17|2018-04-17
2740|91634|36|0|40|2018-04-17|2018-04-17
2741|56602|17.5|0|320|2018-04-17|2018-04-17
2742|98087|12|0|565|2018-04-17|2018-04-17
2743|32820|13|0|10|2018-04-17|2018-04-17
2744|105765|16|0|625|2018-04-17|2018-04-17
2745|80199|12.25|0|10|2018-04-17|2018-04-17
2746|105764|8.25|0|340|2018-04-17|2018-04-17
2747|91635|36|0|40|2018-04-17|2018-04-17
2748|99451|35|0|60|2018-04-17|2018-04-17
2749|124892|16|0|0|2018-04-17|2018-04-17
2750|132289|7|0|140|2018-04-17|2018-04-17
2751|32296|19|0|240|2018-04-17|2018-04-17
2752|24177|7.875|0|220|2018-04-17|2018-04-17
2753|94527|42|0|86|2018-04-17|2018-04-17
2754|109376|12.75|0|520|2018-04-17|2018-04-17
2755|121811|12.75|0|340|2018-04-17|2018-04-17
2756|126821|7.875|0|460|2018-04-17|2018-04-17
2757|121466|18|0|40|2018-04-17|2018-04-17
2758|81717|9.875|0|800|2018-04-17|2018-04-17
2759|80141|16|0|20|2018-04-17|2018-04-17
2760|101287|28|0|32.5|2018-04-17|2018-04-17
2761|32436|9.875|0|123|2018-04-17|2018-04-17
2762|125531|12.25|0|940|2018-04-17|2018-04-17
2763|116089|20|0|510|2018-04-17|2018-04-17
2764|126444|9|0|530|2018-04-17|2018-04-17
2765|117102|17.5|0|540|2018-04-17|2018-04-17
2766|56197|7.25|0|230|2018-04-17|2018-04-17
2767|56572|13.5|0|278|2018-04-17|2018-04-17
2768|93633|28|0|61.5|2018-04-17|2018-04-17
2769|47412|7.875|0|580|2018-04-17|2018-04-17
2770|93014|12.75|0|1020|2018-04-17|2018-04-17
2771|46482|14|0|500|2018-04-17|2018-04-17
2772|94240|18|0|580|2018-04-17|2018-04-17
2773|99092|48|0|48|2018-04-17|2018-04-17
2774|118125|12.75|0|40|2018-04-17|2018-04-17
2775|51878|11|0|905|2018-04-17|2018-04-17
2776|52612|36|0|40|2018-04-17|2018-04-17
2777|52644|30|0|40|2018-04-17|2018-04-17
2778|91907|14.75|0|15|2018-04-17|2018-04-17
2779|96959|7.875|0|422|2018-04-17|2018-04-17
2780|115881|7.875|0|10|2018-04-17|2018-04-17
2781|98180|48|0|62|2018-04-17|2018-04-17
2782|98594|48|0|103|2018-04-17|2018-04-17
2783|139535|8.75|0|50|2018-04-17|2018-04-17
2784|114046|8.75|0|483|2018-04-17|2018-04-17
2785|55212|28|0|38|2018-04-17|2018-04-17
2786|100604|7.875|0|174|2018-04-17|2018-04-17
2787|97449|7.875|0|250|2018-04-17|2018-04-17
2788|93759|8.5|0|233|2018-04-17|2018-04-17
2789|54202|15|0|484|2018-04-17|2018-04-17
2790|52603|30|0|42|2018-04-17|2018-04-17
2791|52627|20|0|1150|2018-04-17|2018-04-17
2792|52643|30|0|40|2018-04-17|2018-04-17
2793|129242|7.875|0|10|2018-04-17|2018-04-17
2794|129683|8|0|20|2018-04-17|2018-04-17
2795|129993|8|0|20|2018-04-17|2018-04-17
2796|49137|7.875|0|100|2018-04-17|2018-04-17
2797|48719|7|0|425|2018-04-17|2018-04-17
2798|66163|8|0|20|2018-04-17|2018-04-17
2799|104172|30|0|40|2018-04-17|2018-04-17
2800|139304|25|0|818|2018-04-17|2018-04-17
2801|129659|8|0|20|2018-04-17|2018-04-17
2802|47309|7.875|0|260|2018-04-17|2018-04-17
2803|23340|17.5|0|35|2018-04-17|2018-04-17
2804|139446|7.875|0|440|2018-04-17|2018-04-17
2805|99123|48|0|82|2018-04-17|2018-04-17
2806|115340|9.875|0|510|2018-04-17|2018-04-17
2807|116851|8.5|0|560|2018-04-17|2018-04-17
2808|122489|10.625|0|350|2018-04-17|2018-04-17
2809|115470|7.875|0|200|2018-04-17|2018-04-17
2810|15852|14|0|238|2018-04-17|2018-04-17
2811|134714|30|0|50|2018-04-17|2018-04-17
2812|139353|8.5|0|400|2018-04-17|2018-04-17
2813|23251|18.625|0|2250|2018-04-17|2018-04-17
2814|115453|7.875|0|211|2018-04-17|2018-04-17
2815|100659|7.875|0|152|2018-04-17|2018-04-17
2816|116091|7.875|0|10|2018-04-17|2018-04-17
2817|116896|8.75|0|435|2018-04-17|2018-04-17
2818|115832|7.875|0|10|2018-04-17|2018-04-17
2819|30202|16|0|356|2018-04-17|2018-04-17
2820|97385|7.875|0|228|2018-04-17|2018-04-17
2821|51512|20|0|840|2018-04-17|2018-04-17
2822|59447|36|0|50|2018-04-17|2018-04-17
2823|139445|7.875|0|440|2018-04-17|2018-04-17
2824|139437|7.875|0|150|2018-04-17|2018-04-17
2825|125895|14.75|0|919|2018-04-17|2018-04-17
2826|126911|9|0|2245|2018-04-17|2018-04-17
2827|5244|36|0|20|2018-04-17|2018-04-17
2828|136932|8.75|0|500|2018-04-17|2018-04-17
2829|139434|7.875|0|140|2018-04-17|2018-04-17
2830|125829|9|0|780|2018-04-17|2018-04-17
2831|23980|7.25|0|180|2018-04-17|2018-04-17
2832|115596|12.25|0|3565|2018-04-17|2018-04-17
2833|87832|9|0|30|2018-04-17|2018-04-17
2834|139442|7.875|0|440|2018-04-17|2018-04-17
2835|100582|7|0|160|2018-04-17|2018-04-17
2836|139355|7.875|0|230|2018-04-17|2018-04-17
2837|129694|7.875|0|10|2018-04-17|2018-04-17
2838|90178|12|0|30|2018-04-17|2018-04-17
2839|46412|7.875|0|400|2018-04-17|2018-04-17
2840|139460|7.875|0|340|2018-04-17|2018-04-17
2841|139415|8.75|0|400|2018-04-17|2018-04-17
2842|65150|8.75|0|80|2018-04-17|2018-04-17
2843|101022|7.5|0|310|2018-04-17|2018-04-17
2844|58038|14.5|0|220|2018-04-17|2018-04-17
2845|98156|48|0|63|2018-04-17|2018-04-17
2846|86989|11.75|0|555|2018-04-17|2018-04-17
2847|24799|26|0|1180|2018-04-17|2018-04-17
2848|59608|14.75|0|1276|2018-04-17|2018-04-17
2849|95624|16.25|0|736|2018-04-17|2018-04-17
2850|126849|13.75|0|735|2018-04-17|2018-04-17
2851|115784|8|0|145|2018-04-17|2018-04-17
2852|58549|18|0|440|2018-04-17|2018-04-17
2853|121213|20|0|1435|2018-04-17|2018-04-17
2854|96128|14.5|0|390|2018-04-17|2018-04-17
2855|108103|12.25|0|390|2018-04-17|2018-04-17
2856|115526|7.875|0|457|2018-04-17|2018-04-17
2857|126960|13.75|0|932|2018-04-17|2018-04-17
2858|139317|6.5|0|250|2018-04-17|2018-04-17
2859|120044|48|0|40|2018-04-17|2018-04-17
2860|137813|30|0|240|2018-04-17|2018-04-17
2861|137584|22|0|905|2018-04-17|2018-04-17
2862|102309|30|0|292|2018-04-17|2018-04-17
2863|96129|36|0|40|2018-04-17|2018-04-17
2864|131784|14.5|0|310|2018-04-17|2018-04-17
2865|131796|14.5|0|240|2018-04-17|2018-04-17
2866|108102|12.25|0|573|2018-04-17|2018-04-17
2867|105086|18|0|600|2018-04-17|2018-04-17
2868|105087|9.875|0|462|2018-04-17|2018-04-17
2869|94966|8.5|0|690|2018-04-17|2018-04-17
2870|98500|42|0|62|2018-04-17|2018-04-17
2871|83607|12.25|0|5|2018-04-17|2018-04-17
2872|66082|13|0|17|2018-04-17|2018-04-17
2873|97378|7|0|170|2018-04-17|2018-04-17
2874|126678|7.875|0|1400|2018-04-17|2018-04-17
2875|126732|9.875|0|2740|2018-04-17|2018-04-17
2876|136931|7.875|0|500|2018-04-17|2018-04-17
2877|108447|8.75|0|444|2018-04-17|2018-04-17
2878|97571|7.75|0|385|2018-04-17|2018-04-17
2879|115822|7.875|0|10|2018-04-17|2018-04-17
2880|116570|9|0|280|2018-04-17|2018-04-17
2881|113733|9.875|0|850|2018-04-17|2018-04-17
2882|92026|28|0|48|2018-04-17|2018-04-17
2883|116525|28|0|20|2018-04-17|2018-04-17
2884|139306|24|0|802|2018-04-17|2018-04-17
2885|98996|8|0|73|2018-04-17|2018-04-17
2886|106126|20|0|350|2018-04-17|2018-04-17
2887|98832|12.25|0|577|2018-04-17|2018-04-17
2888|126956|12.25|0|747|2018-04-17|2018-04-17
2889|105762|8.75|0|460|2018-04-17|2018-04-17
2890|103659|8.75|0|570|2018-04-17|2018-04-17
2891|116196|8.75|0|20|2018-04-17|2018-04-17
2892|57478|22|0|40|2018-04-17|2018-04-17
2893|100700|7.875|0|134|2018-04-17|2018-04-17
2894|23638|20|0|35|2018-04-17|2018-04-17
2895|100615|7.875|0|327|2018-04-17|2018-04-17
2896|99154|8|0|48|2018-04-17|2018-04-17
2897|99229|30|0|30|2018-04-17|2018-04-17
2898|93634|36|0|60|2018-04-17|2018-04-17
2899|98719|7.75|0|188|2018-04-17|2018-04-17
2900|108120|8.875|0|385|2018-04-17|2018-04-17
2901|34218|12|0|195|2018-04-17|2018-04-17
2902|37137|14|0|265|2018-04-17|2018-04-17
2903|106994|9|0|250|2018-04-17|2018-04-17
2904|93395|30|0|40|2018-04-17|2018-04-17
2905|79790|10|0|100|2018-04-17|2018-04-17
2906|126262|9.875|0|1309|2018-04-17|2018-04-17
2907|94730|32|0|66|2018-04-17|2018-04-17
2908|114058|22|0|374|2018-04-17|2018-04-17
2909|88930|12|0|10|2018-04-17|2018-04-17
2910|139436|7.875|0|320|2018-04-17|2018-04-17
2911|114574|8.75|0|602|2018-04-17|2018-04-17
2912|94202|12.75|0|310|2018-04-17|2018-04-17
2913|31035|14|0|300|2018-04-17|2018-04-17
2914|8691|20|0|216|2018-04-17|2018-04-17
2915|115821|7.875|0|10|2018-04-17|2018-04-17
2916|139547|7.5|0|10|2018-04-17|2018-04-17
2917|90106|7.875|0|500|2018-04-17|2018-04-17
2918|98133|9.5|0|440|2018-04-17|2018-04-17
2919|88982|7.875|0|840|2018-04-17|2018-04-17
2920|90287|22|0|43|2018-04-17|2018-04-17
2921|56417|14.25|0|642|2018-04-17|2018-04-17
2922|31429|11|0|164|2018-04-17|2018-04-17
2923|132290|7.5|0|100|2018-04-17|2018-04-17
2924|132581|7.5|0|98|2018-04-17|2018-04-17
2925|59399|7|0|420|2018-04-17|2018-04-17
2926|139438|7.875|0|340|2018-04-17|2018-04-17
2927|114893|6.75|0|480|2018-04-17|2018-04-17
2928|115852|7.875|0|205|2018-04-17|2018-04-17
2929|125379|8.75|0|375|2018-04-17|2018-04-17
2930|98101|7|0|340|2018-04-17|2018-04-17
2931|116100|7.875|0|104|2018-04-17|2018-04-17
2932|139330|14.75|0|154|2018-04-17|2018-04-17
2933|90296|8|0|540|2018-04-17|2018-04-17
2934|17663|18.75|0|200|2018-04-17|2018-04-17
2935|139576|8.75|0|420|2018-04-17|2018-04-17
2936|62148|17|0|20|2018-04-17|2018-04-17
2937|117013|8.75|0|20|2018-04-17|2018-04-17
2938|98120|18.5|0|624|2018-04-17|2018-04-17
2939|132310|7.875|0|185|2018-04-17|2018-04-17
2940|32413|15|0|211|2018-04-17|2018-04-17
2941|13507|26|0|810|2018-04-17|2018-04-17
2942|95254|12.25|0|705|2018-04-17|2018-04-17
2943|91909|10|0|80|2018-04-17|2018-04-17
2944|125942|9.875|0|1538|2018-04-17|2018-04-17
2945|23856|7|0|225|2018-04-17|2018-04-17
2946|129364|7.875|0|105|2018-04-17|2018-04-17
2947|83416|15|0|10|2018-04-17|2018-04-17
2948|98241|42|0|65|2018-04-17|2018-04-17
2949|92596|10|0|500|2018-04-17|2018-04-17
2950|76584|36|0|38.5|2018-04-17|2018-04-17
2951|99159|42|0|55|2018-04-17|2018-04-17
2952|139292|4.5|0|662|2018-04-17|2018-04-17
2953|114866|7.875|0|360|2018-04-17|2018-04-17
2954|115833|7.875|0|88|2018-04-17|2018-04-17
2955|94377|8.75|0|140|2018-04-17|2018-04-17
2956|137247|8.75|0|360|2018-04-17|2018-04-17
2957|24029|7|0|320|2018-04-17|2018-04-17
2958|94376|8.75|0|1240|2018-04-17|2018-04-17
2959|89994|10|0|10|2018-04-17|2018-04-17
2960|107033|36|0|60|2018-04-17|2018-04-17
2961|127012|9.875|0|3295|2018-04-17|2018-04-17
2962|93052|9|0|340|2018-04-17|2018-04-17
2963|98980|42|0|66|2018-04-17|2018-04-17
2964|139303|24|0|798|2018-04-17|2018-04-17
2965|87395|8|0|20|2018-04-17|2018-04-17
2966|98089|36|0|75|2018-04-17|2018-04-17
2967|98055|20|0|1833|2018-04-17|2018-04-17
2968|86719|9|0|20|2018-04-17|2018-04-17
2969|115017|8|0|560|2018-04-17|2018-04-17
2970|139551|7.5|0|140|2018-04-17|2018-04-17
2971|87076|22|0|831|2018-04-17|2018-04-17
2972|47359|7.875|0|200|2018-04-17|2018-04-17
2973|99741|8|0|30|2018-04-17|2018-04-17
2974|105425|8|0|33|2018-04-17|2018-04-17
2975|129262|7.875|0|10|2018-04-17|2018-04-17
2976|98880|11.875|0|373|2018-04-17|2018-04-17
2977|95513|7.5|0|220|2018-04-17|2018-04-17
2978|47489|9.875|0|17|2018-04-17|2018-04-17
2979|137004|8.5|0|520|2018-04-17|2018-04-17
2980|95188|7.75|0|300|2018-04-17|2018-04-17
2981|89548|10|0|10|2018-04-17|2018-04-17
2982|32570|14.75|0|200|2018-04-17|2018-04-17
2983|116147|7.875|0|10|2018-04-17|2018-04-17
2984|87688|9|0|20|2018-04-17|2018-04-17
2985|98970|11.875|0|685|2018-04-17|2018-04-17
2986|1979|9|0|175|2018-04-17|2018-04-17
2987|87135|9|0|640|2018-04-17|2018-04-17
2988|137301|8.5|0|495|2018-04-17|2018-04-17
2989|128210|8.75|0|700|2018-04-17|2018-04-17
