WellTestId|StateWellId|TestTypeId|TestTypeOtherDesc|Yield|Drawdown|TestHours|WellTestMonth|WellTestDay|WellTestYear|WellTestDate|CreatedDate|LastUpdateDate
4230|18556|1|Reported|300|||0|0|0||2016-12-19|2016-12-19
4231|29274|2||450|55|24|6|18|1969||2016-12-19|2016-12-19
4232|29236|1|Reported|26.8|||0|0|0||2016-12-19|2016-12-19
4233|29241|2||60|||12|17|1968||2016-12-19|2016-12-19
4234|29961|1|Reported|96|||8|17|1960||2016-12-20|2016-12-20
4235|29638|1|Reported|190|||8|16|1960||2016-12-20|2016-12-20
4236|29531|10||20|||6|25|1970||2016-12-20|2016-12-20
4237|29396|2||288|||8|15|1960||2016-12-20|2016-12-20
4238|28411|11||4-5|||7|21|1978||2016-12-20|2016-12-20
4239|30183|11||20|||10|7|1968||2016-12-20|2016-12-20
4240|38832|11||25|||4|0|1974||2016-12-20|2016-12-20
4241|39027|2||10|||5|15|1970||2016-12-20|2016-12-20
4242|39034|10||307.8|14.36|48|5|10|1967||2016-12-20|2016-12-20
4243|41551|1|Reported|240||24|2||1967||2016-12-20|2016-12-20
4244|41661|1|Reported|195|||0|0|0||2016-12-20|2016-12-20
4245|41653|1|Reported by driller|110|||0|0|0||2016-12-20|2016-12-20
4246|41715|1|Reported|135|||0|0|0||2016-12-20|2016-12-20
4247|42087|1|Reported|200|||0|0|0||2016-12-20|2016-12-20
4248|27918|13||30|5|.5|8|13|2002||2016-12-20|2016-12-20
4249|51179|2||40|70||10|28|1972||2016-12-21|2016-12-21
4250|49882|1|Jetted/Estimated|4|||12|14|2006||2016-12-21|2016-12-21
4251|49884|1|Jetted/Estimated|4|||12|22|2006||2016-12-21|2016-12-21
4252|49887|1|Jetted/Estimated|4|||1|17|2007||2016-12-21|2016-12-21
4253|135788|12||50|||7|0|1977||2016-12-22|2016-12-28
4254|135886|2||12|||0|0|1933||2016-12-22|2016-12-22
4255|135886|2||75|||0|0|0||2016-12-22|2016-12-22
4256|136542|12||265|||0|0|0||2016-12-22|2016-12-22
4257|134120|2||30|||5|25|1967||2016-12-28|2016-12-28
4258|134120|1|Air Compressor|100|||5|25|1967||2016-12-28|2016-12-28
4259|134150|2||500|200|72|6|30|1966||2016-12-28|2016-12-28
4260|134177|1|Air compressor|85|||11|11|1975||2016-12-28|2016-12-28
4261|134309|2||9.5|||4|14|1933||2017-01-03|2017-01-03
4262|134323|10||35|||2|6|1969||2017-01-03|2017-01-03
4263|134345|12||60|||8|7|2009||2017-01-03|2017-01-03
4264|134369|1|Air Compressor|150|||8|9|1966||2017-01-03|2017-01-03
4265|139180|12||50|190|1|12|1|2011||2017-01-06|2017-01-06
4266|64940|2||13.1|1.07|4|0|0|0||2017-01-06|2017-01-06
4267|83399|11||8+|0|.5|8|23|1984||2017-01-09|2017-01-09
4268|83401|2||10|||0|0|0||2017-01-09|2017-01-09
4269|83453|10||28.5|.6|2|3|28|2001||2017-01-09|2017-01-09
4270|75018|2||1500|95||0|0|1966||2017-01-09|2017-01-09
4271|75196|2||1880|||0|0|1966||2017-01-09|2017-03-10
4272|75204|2||1020|||8|10|1966||2017-01-09|2017-01-09
4273|75204|2||1130|||7|18|1967||2017-01-09|2017-01-09
4274|75204|2||820|||8|13|1968||2017-01-09|2017-01-09
4275|75211|2||235|||8|10|1966||2017-01-09|2017-01-09
4276|75211|2||274|||7|18|1967||2017-01-09|2017-01-09
4277|75211|2||225|||8|15|1968||2017-01-09|2017-01-09
4278|75370|2||380|||0|0|1966||2017-01-10|2017-01-10
4279|75370|2||575|||0|0|1967||2017-01-10|2017-01-10
4280|75370|2||510|||0|0|1968||2017-01-10|2017-01-10
4281|75375|2||644|||0|0|1967||2017-01-10|2017-01-10
4282|75464|2||2200|160||0|0|1970||2017-01-11|2017-01-11
4283|78150|2||830|||0|0|1973||2017-01-11|2017-01-11
4284|78173|10||250|18|23|5|18|1961||2017-01-11|2017-01-11
4285|78173|2||600|||8|11|1966||2017-01-11|2017-01-11
4286|78173|2||550|||4|29|1968||2017-01-11|2017-01-11
4287|78287|2||545|||0|0|1973||2017-01-11|2017-01-11
4288|78298|13||700|||0|0|1973||2017-01-11|2017-01-11
4289|78306|2||900|44|4.5|0|0|1961||2017-01-11|2017-01-11
4290|78306|2||800|55||0|0|1972||2017-01-11|2017-01-11
4291|90115|12||100+|||10|8|2010||2017-01-11|2017-01-11
4292|90115|10||13.94|10.94|.5|4|8|2015||2017-01-11|2017-01-11
4293|90116|13||7|552|.75|8|28|2005||2017-01-11|2017-01-11
4295|90114|2||3|235|24|0|0|2005||2017-01-11|2017-01-11
4296|90114|13||5|622|.75|0|0|2005||2017-01-11|2017-01-11
4297|90113|13||5|556|.75|0|0|2005||2017-01-11|2017-01-11
4298|90110|2||102|64|25|3|0|2001||2017-01-11|2017-01-11
4299|90110|2||94|72|31|7|0|2001||2017-01-11|2017-01-11
4300|90109|12||10|100%|2|0|0|2000||2017-01-11|2017-01-11
4301|75802|2||1200|||0|0|0||2017-01-12|2017-01-12
4302|22848|10||950|250|36|0|0|1972||2017-01-12|2017-01-12
4304|22848|2||430|||8|12|1976||2017-01-12|2017-01-12
4305|52866|10||96|75|36|0|0|1989||2017-01-12|2017-01-12
4306|52867|10||83|110|36|0|0|1989||2017-01-12|2017-01-12
4307|56410|10||75|370|36|0|0|1995||2017-01-12|2017-01-12
4308|56751|10||300|73|36|0|0|1989||2017-01-12|2017-01-12
4309|57023|10||612|40|12|8|27|1982||2017-01-12|2017-01-12
4310|57034|10||280|50|24|0|0|1984||2017-01-12|2017-01-12
4311|57035|10||93|50|24|0|0|1974||2017-01-12|2017-01-12
4312|84235|2||980|||0|0|1955||2017-01-12|2017-01-12
4313|84242|10||520|0|36|0|0|2007||2017-01-12|2017-01-12
4314|123654|2||2|||0|0|1954||2017-01-12|2017-01-12
4315|77668|2||700-800|||0|0|0||2017-01-12|2017-01-12
4316|77679|2||1485|||0|0|1955||2017-01-12|2017-01-12
4317|116698|11||30|195|.5|0|0|1980||2017-01-12|2017-01-12
4318|127934|1|Step|40|25|1|0|0|1972||2017-01-12|2017-01-12
4319|127934|1|Step|60|77.17|2|0|0|1972||2017-01-12|2017-01-12
4320|127934|1|Step|100|273.5|2.33|0|0|1972||2017-01-12|2017-01-12
4321|127936|2||500|||0|0|1972||2017-01-12|2017-01-12
4322|127938|10||538|168|24|0|0|1992||2017-01-12|2017-01-12
4323|124318|2||1250|40||3|16|1965||2017-01-13|2017-01-13
4324|77604|2||612|||6|24|1955||2017-01-17|2017-01-17
4325|77607|2||1716|||4|11|1955||2017-01-17|2017-01-17
4326|77607|2||1469|||5|2|1955||2017-01-17|2017-01-17
4327|77656|2||150|||0|0|0||2017-01-17|2017-01-17
4328|139183|12||60|40|3|11|20|2013||2017-01-18|2017-01-18
4329|77760|2||1800|||0|0|0||2017-01-18|2017-01-18
4330|77926|2||1125|||8|24|1972||2017-01-18|2017-01-18
4331|77969|13||700|||0|0|0||2017-01-18|2017-01-18
4332|135252|12||60|20|4|11|13|2001||2017-01-19|2017-01-19
4333|135528|12||50|170||7|29|2003||2017-01-19|2017-01-19
4334|134631|12||10|||1|6|2004||2017-01-19|2017-01-19
4335|134648|12||20|||2|24|2014||2017-01-19|2017-01-19
4336|134850|12||60|144|3|9|8|2014||2017-01-19|2017-01-19
4337|134882|12||10|111||2|6|2002||2017-01-19|2017-01-19
4338|135251|12||70|75|24|12|15|2004||2017-01-19|2017-01-19
4339|74959|2||995|21.4||0|0|1960||2017-01-19|2017-01-19
4340|110917|12||100|8|2|4|30|1991||2017-01-19|2017-01-19
4341|74960|2||2450|||0|0|1959||2017-01-19|2017-01-19
4342|74963|2||532|||0|0|1966||2017-01-19|2017-01-19
4343|75527|2||2500|||0|0|0||2017-01-19|2017-01-19
4344|139187|12||50|10|2|9|7|2006||2017-02-10|2017-02-10
4345|139189|12||100|||2|5|2005||2017-02-10|2017-02-10
4346|139190|12||130|40|5|12|14|2016||2017-02-10|2017-02-10
4347|139191|13||50|2|2|7|9|2015||2017-02-13|2017-02-13
4348|118968|2||465|17|36|0|0|1982||2017-02-13|2017-02-13
4349|118969|2||1200|20||0|0|1991||2017-02-13|2017-02-13
4350|118974|2||24|.7|2|2|9|1951||2017-02-13|2017-02-13
4351|118975|2||2000|50|1|0|0|1974||2017-02-14|2017-02-14
4352|119004|13||400|||12|4|1979||2017-02-14|2017-02-14
4353|119005|13||1500-2000|||1|30|1985||2017-02-14|2017-02-14
4354|119609|2||120|1.1|.5|0|0|1951||2017-02-14|2017-02-14
4355|56249|10||200|36|36|3|7|1995||2017-02-14|2017-02-14
4356|122415|2||680|35||0|0|1947||2017-02-16|2017-02-16
4357|124072|2||300|||0|0|1956||2017-02-16|2017-02-16
4358|125532|12||200|||9|1|2006||2017-02-16|2017-02-16
4359|62156|13||70|||2|20|1980||2017-02-17|2017-02-17
4360|108057|10||3400|180|6|1|0|1975||2017-02-17|2019-04-17
4361|108976|12|||||8|14|1985||2017-02-21|2017-02-21
4362|108977|12|||||8|13|1985||2017-02-21|2017-02-21
4363|109427|2||2375|||0|0|1955||2017-02-21|2017-02-21
4364|109432|2||4175|70||0|0|1975||2017-02-21|2017-02-21
4365|30141|2||20|||0|0|0||2017-02-21|2017-02-21
4366|32827|2||1000|21||3|7|1967||2017-02-21|2017-02-21
4367|33113|2||300|||1|28|1959||2017-02-21|2017-02-21
4368|39001|2||150|||0|0|0||2017-02-21|2017-02-21
4369|39577|2||250|||0|0|0||2017-02-21|2017-02-21
4370|39578|2||250|||0|0|0||2017-02-21|2017-02-21
4371|39633|2||220|||0|0|0||2017-02-21|2017-02-21
4372|39636|2||150|||0|0|0||2017-02-21|2017-02-21
4373|40265|2||110|||0|0|0||2017-02-21|2017-02-21
4374|40458|2||30|||0|0|0||2017-02-21|2017-02-21
4375|40461|2||1-2|||0|0|0||2017-02-21|2017-02-21
4376|40463|2||5|||0|0|0||2017-02-21|2017-02-21
4377|40464|2||25|||0|0|0||2017-02-21|2017-02-21
4378|40465|2||19|||0|0|0||2017-02-21|2017-02-21
4379|40466|2||19|||0|0|0||2017-02-21|2017-02-21
4380|40467|2||47|||0|0|0||2017-02-22|2017-02-22
4381|45590|2||30|40|36|8|2|2001||2017-02-22|2017-02-22
4382|45591|2||35|38|36|9|10|2001||2017-02-22|2017-02-22
4383|62411|2||15|100|1|10|11|1972||2017-02-22|2017-02-22
4384|62594|12||12|||2|12|1980||2017-02-22|2017-02-22
4385|62599|12||5|||4|17|1987||2017-02-22|2017-02-22
4386|96085|10||200|||7|2|1983||2017-02-22|2017-02-22
4387|32630|10||1000|45||12|18|1958||2017-02-22|2017-02-22
4388|36724|2||50|||0|0|0||2017-02-22|2017-02-22
4389|38969|2||500|||0|0|1961||2017-02-22|2017-02-22
4390|39801|2||58|||0|0|0||2017-02-22|2017-02-22
4391|40197|2||100|||0|0|0||2017-02-22|2017-02-22
4392|42285|2||55|||0|0|0||2017-02-22|2017-02-22
4393|62387|2||17|||0|0|0||2017-02-22|2017-02-22
4394|87375|13||10|||0|0|0||2017-02-22|2017-02-22
4395|92190|10||200|||0|0|0||2017-02-22|2017-02-22
4397|96445|2||510|274|24|0|0|0||2017-02-22|2017-02-22
4398|9837|10||800|80||0|0|0||2017-02-22|2017-02-22
4399|9838|10||1000|60||0|0|0||2017-02-22|2017-02-22
4400|9840|10||1000|||0|0|0||2017-02-22|2017-02-22
4401|9841|10||510|40||0|0|0||2017-02-22|2017-02-22
4402|10159|2||800|72||0|0|0||2017-02-22|2017-02-22
4403|26529|2||75|||0|0|0||2017-02-22|2017-02-22
4404|31071|2||400-500|||0|0|0||2017-02-22|2017-02-22
4405|8631|2||500|80||0|0|0||2017-02-22|2017-02-22
4406|9815|10||1000|||0|0|0||2017-02-22|2017-02-22
4407|9860|10||1000|||0|0|0||2017-02-22|2017-02-22
4408|9861|10||100|40||0|0|0||2017-02-22|2017-02-22
4409|9863|10||1000|49||0|0|0||2017-02-22|2017-02-22
4410|10096|10||1000|60||0|0|0||2017-02-22|2017-02-22
4411|10424|10||1000|47||0|0|0||2017-02-22|2017-02-22
4412|31070|2||75|||0|0|0||2017-02-22|2017-02-22
4413|39697|11||8|||0|0|0||2017-02-22|2017-02-22
4414|97705|10||60|45|36|0|0|0||2017-02-22|2017-02-22
4415|105871|2||2063|||4|27|1965||2017-02-22|2017-02-22
4416|105871|2||1705|||6|22|1965||2017-02-22|2017-02-22
4417|105871|2||1681|||9|8|1965||2017-02-22|2017-02-22
4418|105909|2||2680|99||0|0|0||2017-02-22|2017-02-22
4419|105910|2||2565|94||0|0|0||2017-02-22|2017-02-22
4420|105912|2||2565|94||0|0|0||2017-02-22|2017-02-22
4421|78527|10||500|73|11|9|25|2000||2017-03-02|2017-03-02
4422|79354|10||60|10|24|11|2|1995||2017-03-02|2017-03-02
4423|75904|2||1700|||0|0|0||2017-03-07|2017-03-07
4424|75917|2||1000|||0|0|0||2017-03-07|2017-03-07
4425|75812|2||1200|||0|0|0||2017-03-07|2017-03-07
4426|75852|2||1600|||0|0|0||2017-03-08|2017-03-08
4427|75933|13||628|||3|2|1962||2017-03-08|2017-03-08
4428|75543|2||1750|32.6||0|0|0||2017-03-08|2017-03-08
4429|75594|2||1800|3.8||0|0|0||2017-03-08|2017-03-08
4430|75595|2||1320|21.5||0|0|0||2017-03-08|2017-03-08
4431|75669|2||1200|||0|0|1954||2017-03-08|2017-03-08
4432|75742|2||2000|||0|0|0||2017-03-08|2017-03-08
4433|23869|12||15|45|1|7|26|2004||2017-03-10|2017-03-10
4434|23870|10||15|20|1|12|13|2010||2017-03-10|2017-03-10
4435|23872|10||10|10|1|11|30|2002||2017-03-10|2017-03-10
4436|23875|10||12|10|1|7|9|2008||2017-03-10|2017-03-10
4437|24000|13||25+||1|5|22|2007||2017-03-10|2017-03-10
4438|24001|13||20+||1|12|1|2008||2017-03-10|2017-03-10
4439|24037|12||25|130|1|7|16|2004||2017-03-10|2017-03-10
4440|24044|13||20|70|1|7|19|1995||2017-03-10|2017-03-10
4441|24049|10|||||2|16|2009||2017-03-10|2017-03-10
4442|24061|12||15|150|1|1|20|2000||2017-03-10|2017-03-10
4443|99816|10||1018|145|36|2|26|1987||2017-03-15|2017-03-15
4444|100699|10||225|54|24|12|21|1998||2017-03-16|2017-03-16
4445|100738|10||150||36|8|24|1999||2017-03-16|2017-03-16
4446|100739|10||320|56|36|9|0|2007||2017-03-16|2017-03-16
4447|101368|10||125|100|24|6|15|1981||2017-03-16|2017-03-16
4448|101659|10||805|72|24|4|29|1983||2017-03-16|2017-03-16
4449|103361|10||450|30|24|12|14|1983||2017-03-16|2017-03-16
4450|104108|12||30|10|1|5|25|2005||2017-03-16|2017-03-16
4451|139219|12||150|||8|29|2006||2017-03-17|2017-03-17
4452|108139|2||1500|85|48|0|0|1997||2017-03-20|2017-03-20
4453|108140|1|Jetted/estimated|500|50|2|9|4|2005||2017-03-21|2017-03-21
4454|108234|10||448|23|8|1|20|1975||2017-03-21|2017-03-21
4455|109503|10||175|140|36|10|14|1996||2017-03-21|2017-03-21
4456|107168|2||521|32||0|0|1978||2017-03-21|2017-03-21
4457|108328|2||1266|||0|0|1972||2017-03-21|2017-03-21
4458|132990|2||150|11||0|0|1943||2017-03-21|2017-03-21
4459|132992|2||455|||1|0|1942||2017-03-21|2017-03-21
4460|47383|1|Pump/Bailer|50|20|4|8|13|1983||2017-03-21|2017-03-21
4461|58243|10||7|20|4|8|18|1971||2017-03-22|2017-03-22
4462|58343|10||300|205|48|4|15|1965||2017-03-22|2017-03-22
4463|58343|2||310|||0|0|1970||2017-03-22|2017-03-22
4464|58617|10||60|44|3|2|1|1983||2017-03-22|2017-03-22
4465|58814|12||20|90|2|3|24|1978||2017-03-22|2017-03-22
4466|59287|12||20|20|1|10|11|1981||2017-03-22|2017-03-22
4467|94936|2||90|||10|0|1995||2017-03-22|2017-03-22
4468|47872|10||64|65|36|12|0|2008||2017-03-22|2017-03-22
4469|47873|10||130|100|36|3|17|2009||2017-03-22|2017-03-22
4470|47874|10||65|60|36|2|10|2008||2017-03-22|2017-03-22
4471|47878|10||82|62|36|6|30|2009||2017-03-22|2017-03-22
4472|58552|10||346|179|24|5|2|1994||2017-03-22|2017-03-22
4473|59019|2||150|||0|0|0||2017-03-22|2017-03-22
4474|94308|10||43|34.75||2|16|1972||2017-03-22|2017-03-22
4475|59224|10||250|188|24|11|20|1979||2017-03-24|2017-03-24
4476|59380|10||2539|120|24|9|26|1989||2017-03-24|2017-03-24
4477|23015|10||270|133|36|8|5|1999||2017-03-27|2017-03-27
4478|119729|10|Driller |2052|129|24|4|29|1987||2017-03-28|2017-03-28
4479|59840|10|Driller|100|535|24|10|21|1999||2017-03-28|2017-03-28
4480|139225|10||450|12|12|3|12|2013||2017-03-28|2017-03-28
4481|47894|10||61|181|36|11|22|2002||2017-03-28|2017-03-28
4482|59520|10||120|79|36|3|1|2012||2017-03-29|2017-03-29
4483|61085|12||300|250|6|5|19|2010||2017-03-30|2017-03-30
4484|81237|10||220|30|12|1|4|2003||2017-03-30|2017-03-30
4485|89663|10||500|39|36|2|6|1986||2017-03-30|2017-03-30
4486|48693|10||250|79|6|5|16|1974||2017-03-30|2017-03-30
4487|139226|12||20+|||11|11|2016||2017-04-04|2017-04-04
4488|139227|13||10|||12|28|2016||2017-04-04|2017-04-04
4489|139228|2||3|||1|12|2017||2017-04-04|2017-04-04
4490|106236|10||2513|123|24|10|22|1976||2017-04-05|2017-04-05
4491|104025|10||1018|128|8|12|5|1967||2017-04-06|2017-04-06
4492|104061|10||709|93|8|8|17|1970||2017-04-06|2017-04-06
4493|104062|10||64|79|8|11|11|1971||2017-04-06|2017-04-06
4494|139230|10||20||24|10|0|2016||2017-04-10|2017-04-10
4495|139232|10||10|8|1|12|20|2016||2017-04-10|2017-04-10
4496|99923|2||875|40|12|11|8|1971||2017-04-10|2017-04-10
4497|105450|10||1336|105|24|9|28|1972||2017-04-10|2017-04-10
4498|105711|10||2089|62|24|10|20|1982||2017-04-10|2017-04-10
4499|105812|10||1104|78|36|1|5|1996||2017-04-10|2017-04-10
4500|101551|12||150|||5|25|1987||2017-04-10|2017-04-10
4501|101713|2||305|100|12|8|7|1978||2017-04-10|2017-04-10
4502|102070|2||310|31|36|0|0|1994||2017-04-10|2017-04-10
4503|98058|10||151|27|24|1|24|1983||2017-04-10|2017-04-10
4504|99110|10||1230|57|24|10|12|1981||2017-04-10|2017-04-10
4505|99227|10||590|159|24|9|3|1985||2017-04-10|2017-04-10
4506|104187|10||70|40|48|2|4|1997||2017-04-11|2017-04-11
4507|104232|10||90|40|36|12|15|2006||2017-04-11|2017-04-11
4508|139235|12||20|||0|0|0||2017-04-12|2017-04-12
4509|55465|10||55|75|24|10|16|1966||2017-04-13|2017-04-13
4510|125500|10||750|21|36|12|7|2001||2017-04-13|2017-04-13
4511|139243|11||150|20|1|5|15|2015||2017-04-17|2017-04-17
4512|139244|11||35|10|2|2|17|1982||2017-04-17|2017-04-17
4513|139245|10||250|35|1|8|14|2013||2017-04-17|2017-04-17
4514|139242|13||5-9|||2|18|2016||2017-04-18|2017-04-18
4515|3759|10||30|40|2|9|22|2004||2017-04-20|2017-04-20
4516|139250|10||305|98|36|5|20|2016||2017-04-24|2019-04-17
4517|139251|10||20|||0|0|0||2017-04-26|2017-04-26
4518|21366|10||100|151|8|7|28|2004||2017-05-03|2017-05-03
4519|21367|10||300|100|8|9|26|2004||2017-05-03|2017-05-03
4520|21643|10||100|||5|19|2004||2017-05-03|2017-05-03
4521|24496|12||60|10|6|1|2|2003||2017-05-03|2017-05-03
4522|47443|13||60|10|.25|4|7|2003||2017-05-03|2017-05-03
4523|32151|13||30|||5|23|2003||2017-05-03|2017-05-03
4524|32152|13||30|||5|27|2003||2017-05-03|2017-05-03
4525|32153|13||30|||5|20|2003||2017-05-03|2017-05-03
4526|6162|10||55|31|36|1|10|2003||2017-05-03|2017-05-03
4527|47445|13||60|5|.25|4|3|2003||2017-05-03|2017-05-03
4528|48199|10||48|64|48|1|26|2003||2017-05-03|2017-05-03
4529|49516|10||340|16|36|1|22|2003||2017-05-03|2017-05-03
4530|60251|10||525|306|36|2|27|2007||2017-05-03|2017-05-03
4531|60491|12||13|||9|26|2006||2017-05-03|2017-05-03
4532|72134|10||1300|245.4|24|1|29|2003||2017-05-03|2017-05-03
4533|77056|10||1000|100|36|2|25|2006||2017-05-03|2017-05-03
4534|139260|12||7|||9|21|1984||2017-05-16|2017-05-16
4535|139261|12||100|10|3|1|17|1991||2017-05-16|2017-05-16
4536|139266|12||50|168||9|6|1999||2017-05-17|2017-05-17
4537|139267|12||40|15|5|8|13|2016||2017-05-17|2017-05-17
4538|119313|10||800|20|4|8|0|1970||2017-05-23|2017-05-23
4539|66165|12||20|||6|5|2002||2017-05-25|2017-05-25
4540|115642|12||10||2|3|1|2002||2017-05-25|2017-05-25
4541|102073|10||500|22|36|0|0|2003||2017-06-14|2017-06-14
4542|139275|12||25|95|1|5|17|2017||2017-06-15|2017-06-15
4543|139276|12||35|180|1|5|18|2017||2017-06-15|2017-06-15
4544|44804|10||120|50|5|7|10|1965||2017-06-28|2017-06-28
4545|122119|12||10|0|.5|3|16|1983||2017-06-28|2017-06-28
4546|45957|2||20|||0|0|1965||2017-06-28|2017-06-28
4547|61016|10||375||24|0|0|1976||2017-06-28|2017-06-28
4548|44891|10||80|44|11|1|20|1967||2017-06-28|2017-06-28
4549|114449|1|air comp. test|100|||0|0|1967||2017-06-28|2017-06-28
4550|135841|10||509|183|7|3|30|1989||2017-06-28|2017-06-28
4551|48868|2||128|83||12|0|1972||2017-06-28|2017-06-28
4552|45118|10||120|95|8|0|0|1968||2017-06-28|2017-06-28
4553|121944|2||12|||1|9|1951||2017-06-28|2017-06-28
4554|132470|2||35||1|0|0|1976||2017-06-28|2017-06-28
4555|122821|10||2000|17|2|0|0|1971||2017-06-28|2017-06-28
4556|109808|1|Jetted/estimated|25|||6|12|1988||2017-06-28|2017-06-28
4557|51886|2||465|123|36|11|0|1997||2017-06-28|2017-06-28
4558|21384|2||168|88|24|0|0|1965||2017-06-29|2017-06-29
4559|139326|10||305|91|36|8|22|2016||2017-07-10|2017-07-10
4560|121537|1|Jetted/Estimated|10|||0|0|0||2017-07-14|2017-07-14
4561|99072|10||1104|73|36|5|24|2007||2017-07-19|2017-07-19
4562|98991|2||710|44.12|1|12|0|1998||2017-07-19|2017-07-19
4563|98589|10||1062|129|24|6|7|1984||2017-07-19|2017-07-19
4564|98237|10||1212|18.25|1|7|31|1995||2017-07-19|2017-07-19
4565|21650|10||160|64|24|10|10|1982||2017-08-01|2017-08-01
4566|22807|2||103|26||5|2|1975||2017-08-01|2017-08-01
4567|23080|2||100|||0|0|1976||2017-08-01|2017-08-01
4568|23080|2||142|||5|0|1967||2017-08-01|2017-08-01
4569|22846|2||200|20|41|11|21|1978||2017-08-01|2017-08-01
4570|24836|10||757|116|48|6|24|1997||2017-08-01|2017-08-01
4571|42865|2||4|10|.5|3|14|1971||2017-08-01|2017-08-01
4572|48311|10||190|193|36|9|27|1985||2017-08-02|2017-08-02
4573|48586|10||90|121|36|3|28|1989||2017-08-02|2017-08-02
4574|48932|10||250|95|36|2|5|1992||2017-08-02|2017-08-02
4575|49268|10||1697|231|24|5|27|1975||2017-08-02|2017-08-02
4576|49394|10||708|123|48|5|4|1965||2017-08-02|2017-08-02
4577|49822|10||300|92|24|9|29|1964||2017-08-02|2017-08-02
4578|50099|10||112|30|24|1|15|1980||2017-08-02|2017-08-02
4579|50418|10||100|46|36|9|29|1992||2017-08-02|2017-08-02
4580|51514|10||94|125|30|7|8|1947||2017-08-02|2017-08-02
4581|51549|10||70|50|24|7|5|1977||2017-08-02|2017-08-02
4582|51781|10||65|60|24|3|7|1977||2017-08-02|2017-08-02
4583|52660|10||608-614|73|18|7|5|1957||2017-08-02|2017-08-02
4584|52855|10||202|176||7|0|1949||2017-08-02|2017-08-02
4585|52855|10||220|345||5|0|1968||2017-08-02|2017-08-02
4586|52855|10||210|||8|20|1970||2017-08-02|2017-08-02
4587|52893|10||130|91|8|12|21|1969||2017-08-02|2017-08-02
4588|53625|10||254|108|24|4|24|1964||2017-08-02|2017-08-02
4589|53625|10||300|107|3|0|0|1966||2017-08-02|2017-08-02
4590|54127|10||140|82||12|14|1939||2017-08-02|2017-08-02
4591|14845|2||220|||5|18|1960||2017-08-03|2017-08-03
4592|54299|10||900|75|24|11|13|1969||2017-08-03|2017-08-03
4593|54672|10||620|45|24|8|15|1968||2017-08-03|2017-08-03
4594|54943|10||145|41|23.5|6|0|1966||2017-08-03|2017-08-03
4595|55410|10||530|||4|11|1968||2017-08-03|2017-08-03
4596|55410|10||500|||8|7|1968||2017-08-03|2017-08-03
4597|55422|10||752|95|48|10|10|1964||2017-08-03|2017-08-03
4598|55422|1|measured by flow meter|542|||5|18|1988||2017-08-03|2017-08-03
4599|55579|10||254|89|12|2|0|1972||2017-08-08|2017-08-08
4600|55676|2||1250|106||0|0|1941||2017-08-08|2017-08-08
4601|55690|10||1200|83.6|24|3|19|1956||2017-08-08|2017-08-08
4602|55698|10||1200|706|24|2|6|1956||2017-08-08|2017-08-08
4603|55701|10||1200|71.1|24|1|11|1956||2017-08-08|2017-08-08
4604|56058|10||200|118|12|4|12|1971||2017-08-08|2017-08-08
4605|56505|10||692|48|48|3|31|1965||2017-08-08|2017-08-08
4606|56736|10||100|24|24|12|15|1972||2017-08-08|2017-08-08
4607|56756|10||134|14.9|2|9|24|1971||2017-08-08|2017-08-08
4608|56756|10||140|38|23|2|9|1965||2017-08-08|2017-08-08
4609|56875|10||380|501|17|5|6|1969||2017-08-08|2017-08-08
4610|57012|10||99|13|2|7|25|1960||2017-08-08|2017-08-08
4611|57838|10||150|7|24|3|7|1968||2017-08-08|2017-08-08
4612|57947|10||70|198|27|1|6|1969||2017-08-08|2017-08-08
4613|59761|10||350|300|36|5|26|1999||2017-08-08|2017-08-08
4614|59789|10||100|70|36|5|1|1976||2017-08-08|2017-08-08
4615|59986|10||80|100|24|1|16|1970||2017-08-08|2017-08-08
4616|60195|10||120|340|24|1|31|1968||2017-08-09|2017-08-09
4617|60200|10||155|201|6|3|11|1965||2017-08-09|2017-08-09
4618|63922|10||2.8|||1|14|1978||2017-08-09|2017-08-09
4620|64326|10||502|123.6|24|6|28|1980||2017-08-09|2017-08-09
4621|64329|10||940|530|12|1|0|1972||2017-08-09|2017-08-09
4622|64331|10||400|||0|0|1975||2017-08-09|2017-08-09
4623|64335|10||508|206.29|24|6|1|1980||2017-08-09|2017-08-09
4624|64337|10||489|||0|0|1975||2017-08-09|2017-08-09
4625|139344|10||999|286|8|3|1|2017||2017-08-11|2017-08-11
4626|86982|12||25|0|2|0|0|2013||2017-08-15|2017-08-15
4627|50770|10||240|97|2|0|0|2004||2017-08-16|2017-08-16
4628|92458|12||20+|||0|0|0||2017-08-16|2017-08-16
4629|139401|12||50|||6|8|2002||2017-08-21|2017-08-21
4630|139400|12||150|||7|8|2016||2017-08-21|2017-08-21
4631|139347|12||70|||8|3|2006||2017-08-21|2017-08-21
4632|139348|12|||||0|0|0||2017-08-21|2017-08-21
4633|139345|12||60|||3|14|2005||2017-08-21|2019-04-17
4634|105200|10||1016|41|18|8|9|1982||2017-08-22|2017-08-22
4635|107796|2||1471|37|23|6|26|1948||2017-08-22|2017-08-22
4636|105713|10||1000|||1|9|1985||2017-08-22|2017-08-22
4637|106380|10||2782|77|48|5|2|1968||2017-08-22|2017-08-22
4638|98784|10||1022|46-48|36|12|6|1988||2017-08-23|2017-08-23
4639|117115|1|Reported|50|||0|0|1976||2017-08-24|2017-08-24
