date,Coal,Hydro,Nuclear,Other,Wind,NGas
2009-10-11,216312.777039,1405.625805,122067.86276599999,10461.707293999998,75206.64310299997,313567.1388800002
2009-10-12,229002.57290699997,1346.20317,122131.49966700001,10267.345695,35734.21617499999,344769.87302100006
2009-10-13,231156.312783,1456.025928,122103.431537,11091.537716,57203.40881800002,340916.9267099999
2009-10-14,240995.099153,1769.390795,122286.540268,11632.906598000001,5691.018776000002,417922.2083299998
2009-10-15,244827.86018100005,1363.1468759999998,122402.55662099998,11888.247804,26534.89353300001,428694.3361559999
2009-10-16,248593.229369,1178.020088,122512.20201200001,6371.314065,11851.047062999998,360513.08907700004
2009-10-17,228726.34019999995,1168.020365,122506.37394499998,5706.026714999999,37658.267713000016,275922.43570200005
2009-10-18,232714.12894099997,1372.8363330000004,122452.03872399998,5803.343846999999,40432.85370600001,291221.88258100016
2009-10-19,218231.05118900002,1487.9356410000003,122426.91471299999,9841.353533000001,78191.30772000003,245211.54458099994
2009-10-20,217062.71319200002,1392.7063340000002,122417.29149900001,10590.854710000001,63427.28924499996,269646.4662209999
2009-10-21,239527.78284100004,1444.6906229999997,122149.71804800001,10115.247390999999,34761.45543199999,275585.5942970001
2009-10-22,238338.04686700003,1385.746343,122212.87324100001,10825.531017000001,64939.12367499999,233600.3022279999
2009-10-23,228279.185273,1397.1882070000001,122334.422038,6111.584828999999,85571.91199000002,199038.19635000004
2009-10-24,227147.31505799995,1508.3953970000002,122268.56777800001,6103.033169999999,90821.500747,197835.81576899992
2009-10-25,253891.57619400005,1545.097939,121902.60819599999,9731.060664999999,86783.085441,243305.3531409999
2009-10-26,262045.916979,1570.546558,122138.59263900002,9593.009049999999,47685.61456300001,277238.10862300004
2009-10-27,272247.8380300001,1290.4754580000001,122088.739643,6517.285547999999,51012.33281199999,261864.64604300002
2009-10-28,262136.56126400005,1441.3323570000002,122065.970812,6636.556126999999,67983.12315699997,242367.65871500003
2009-10-29,242212.03315899998,1531.7123550000001,122121.55248700001,7622.614701999998,80706.642978,244246.45806699988
2009-10-30,248784.127686,1785.137385,122437.805406,6026.576969999999,66078.84042500002,243054.39937199996
2009-10-31,237847.43431999997,1797.119051,122494.25591100003,5961.679290000002,65660.44357400002,214422.15170100008
2009-11-01,248596.263577,1893.641044,122346.951167,8784.140202999999,73237.84027199997,229535.95808100008
2009-11-02,274766.42706899997,1850.63133,122270.14056299998,7873.023707,41250.460950000015,238146.12861700007
2009-11-03,289842.64410200005,528.827982,122877.445122,8275.343275000001,80398.162454,159993.76006200002
2009-11-04,294819.496605,876.495942,122841.010811,8308.803657000002,49573.123381,263655.887594
2009-11-05,319250.64957199997,891.8611860000001,122985.79782,8764.76412,43942.05123499999,287832.662165
2009-11-06,307690.241864,860.6215519999998,122571.88068999999,9038.525792,42824.235519999995,303048.6302680001
2009-11-07,287448.226247,932.4513340000002,122853.90361,8683.705299,88074.43516200004,250533.36101700002
2009-11-08,275293.02255600004,866.5317619999998,122870.34621499998,8670.474617,87775.91333200001,194388.3527070001
2009-11-09,279908.913788,424.69449899999995,122877.284091,8055.311533,83783.61702499999,145704.922348
2009-11-10,279626.102629,490.31366399999996,122743.51098199999,8226.176172,84518.74425800002,135837.73707600002
2009-11-11,283518.134145,878.055191,122341.141625,8494.234448000001,70700.96262800002,204589.23632199995
2009-11-12,293768.195535,874.4890519999999,122473.283922,7468.449076000001,78701.48575199998,201670.84414799995
2009-11-13,300299.43449300004,830.012064,122350.00911799999,8007.220546,44743.37598500001,216890.049901
2009-11-14,283349.68299700005,820.788123,122571.194929,8389.132517,68913.81331299998,221542.64950399994
2009-11-15,276944.944401,825.777589,122509.13941799999,8756.726182999999,53318.615773,225879.21423999997
2009-11-16,284671.91484599997,596.330106,122469.339989,9017.234646999997,35843.063812,221527.10544999997
2009-11-17,283060.91783899994,490.651937,122505.671267,9036.941141,23145.664261999995,212863.04181700002
2009-11-18,279502.809713,938.1036399999999,122492.68434800001,8565.198416,48787.30461700001,264417.459456
2009-11-19,270185.67650800006,850.393856,122448.69695099999,8828.873579,76842.85117,237186.18802399994
2009-11-20,273011.03579899995,863.1107410000002,122430.245285,6574.5923569999995,57906.149327000014,244756.36521999992
2009-11-21,278295.302016,724.3397399999999,122588.28110200001,6275.533584,29254.93250799999,272439.6300780001
2009-11-22,267418.562087,789.042235,122669.325868,6690.84489,80917.12733300003,241432.260854
2009-11-23,254337.83130700001,386.350952,122575.27736899999,8812.980806999998,46054.08286799999,230814.37279800005
2009-11-24,273474.06788,407.312764,122710.21096900002,9130.083877000001,43672.32918300001,254151.97600300005
2009-11-25,261133.21868799994,868.9047799999998,122445.10909800002,8897.831213999998,67532.29260300001,281179.723202
2009-11-26,254628.47548700002,898.9592629999999,122630.46574400002,9080.991186000001,56673.939856,263978.460841
2009-11-27,249539.77496,1140.6164390000001,122195.20949999998,8203.855933,22935.013724000004,296741.64536500006
2009-11-28,260215.71146899994,1129.707314,122347.70779000001,11801.250623,57309.552163,290789.13476100005
2009-11-29,256530.035214,1231.126222,122342.116177,13000.044988,39855.68109799999,288829.7679859998
2009-11-30,242452.03890599994,908.0059579999999,122475.76586900001,8617.205998,82224.02261899998,228570.60112200002
2009-12-01,304691.558714,615.694136,123145.83119,7962.660295,78820.03431700001,164714.81701099995
2009-12-02,288645.38786399993,785.522909,123063.188266,7039.415607,53275.00885799999,187433.266408
2009-12-03,276971.371589,618.0586500000001,122965.372359,6323.312199,71666.42848700003,175060.77234199992
2009-12-04,272552.04949899996,780.5994259999998,122940.618978,5856.4506010000005,83447.28413799999,211736.2270270001
2009-12-05,326250.923467,955.1149060000001,123095.605308,10757.48542,26822.33892999998,391780.8103829999
2009-12-06,323022.9528829999,939.2168829999999,123067.672885,10735.447561,75293.756687,285765.411128
2009-12-07,326561.16070700006,915.185407,123139.660285,9262.748534999999,71705.98711600002,247916.81600099997
2009-12-08,311375.6422359999,864.667489,123113.22763800001,12489.087426999999,32781.45622099999,258760.70530199993
2009-12-09,282447.0657820001,883.389317,123047.160366,9022.002467,78154.71810200001,218182.52739999993
2009-12-10,280595.73203699995,725.5914239999998,123064.96095400001,8990.396819,62178.52717900002,244299.29398099994
2009-12-11,326674.498908,758.648913,123248.72220799999,9460.475785,22663.480341999995,272341.457315
2009-12-12,308687.593151,1027.9956550000002,123236.86043300001,9230.792653999999,57455.28256399999,294174.6303059999
2009-12-13,313925.42971600004,1072.506242,123187.07641000002,13677.319737999998,41461.54448199999,351609.41424300015
2009-12-14,322651.28934799985,991.9365310000001,123378.145587,18286.309099,37705.67335000001,339882.316628
2009-12-15,313548.0533779999,1001.375328,123232.321234,18126.115370999996,50000.41347900002,342782.21793499985
2009-12-16,317499.099237,952.7698900000001,123049.05503199999,19473.187402,35287.45398999999,397410.4490679997
2009-12-17,309220.934557,673.7265120000001,122886.847077,9528.107789,45778.005926000005,234664.360242
2009-12-18,293033.078032,747.7521950000001,123160.92889699999,7644.521258999999,45321.82926899998,197467.752443
2009-12-19,292889.956151,1154.252573,123237.38560800001,8692.803653,77832.79860599998,228164.947944
2009-12-20,314759.8591919999,1161.4763540000001,123249.716246,6821.506804000001,49148.055005999995,280129.4803799999
2009-12-21,322822.674633,1096.3037639999998,123272.07505499998,5165.6563719999995,53146.219588000014,285913.0529670001
2009-12-22,288071.363149,1057.6635640000004,123141.391025,5532.465356999999,80284.32890200002,240542.2281230001
2009-12-23,280638.270639,1042.4299129999997,123065.533224,4590.169072,79562.81117100001,199739.35171500003
2009-12-24,308092.9319599999,611.846662,123032.09159400001,7941.408767,45142.887991,269205.5421099999
2009-12-25,322619.21387100004,633.5767500000001,122934.01257,5005.481844,54253.57640699998,242742.23045799998
2009-12-26,324270.5977730001,1020.8223180000001,122822.845463,9476.922795999999,31626.603800999997,291462.87156400003
2009-12-27,326771.523868,1027.9480380000002,122826.78442800001,13747.177006999998,4457.904394000001,408117.6398600001
2009-12-28,333156.28295500006,972.147681,123027.87113399999,17456.159529999997,13102.440150999997,426838.92233599984
2009-12-29,328810.42012400005,979.7590640000001,122895.829956,14027.572375000002,24828.509651,382889.45943299984
2009-12-30,326777.09516100015,986.654139,122922.033919,11303.486253000001,28952.097469,312848.464146
2009-12-31,303512.93152900005,583.077892,122965.391051,9200.185998000003,63706.54314899998,220064.702445
